Name,ID,Birth Year
Bùi Quang Vinh,pol626284,1953
Bùi Văn Nam,pol808558,1955
Chu Văn Đạt,pol1464937,1952
Giàng Seo Phử,pol324800,1951
Hoàng Bình Quân,pol1463404,1959
Hoàng Công Hoàn,pol3408587,1959
Hoàng Trọng Hải,pol14815840,1954
Hoàng Đức Nghi,pol3670384,1940
Huỳnh Phong Tranh,pol808168,1955
Huỳnh Thành Lập,pol793335,1956
Huỳnh Thị Nhân,pol132746,1952
Huỳnh Đảm,pol182734,1948
Hà Ban,pol1751322,1957
Hồ Mẫu Ngoạt,pol792909,1956
Ksor Phước,pol324793,1954
"Lê Hoàng Quân, (Lê Minh Sơn)",pol87741,1953
Lê Nam Giới,pol1464679,1947
Lê Ngọc Tuấn,pol19514128,1965
Lê Quốc Chỉnh,pol19509141,1968
Lê Thanh Quang,pol3708911,1960
Lê Thành Đô,pol3706421,1968
Lê Thị Thu Ba,pol793956,1956
Lê Xuân Duy,pol3306844,1962
Lê Đình Sơn,pol3281128,1960
Lê Đức Thúy,pol46699,1948
Lò Mai Trinh,pol19501845,1957
Lò Văn Tiến,pol3706256,1969
Mai Ái Trực,pol13105777,1946
Nguyễn Bắc Son,pol808147,1953
Nguyễn Công Tạn,pol1463004,1935
Nguyễn Duy Lâm,pol19938867,1972
Nguyễn Huy Dũng,pol19809998,1983
Nguyễn Khánh Toàn,pol558938,1945
Nguyễn Kỳ Cẩm,pol19940217,1929
Nguyễn Lương Bằng,pol232083,1904
Nguyễn Minh Hiển,pol509013,1948
Nguyễn Minh Quang,pol643797,1953
Nguyễn Phong Quang,pol87585,1949
Nguyễn Phúc Thanh,pol1463021,1944
Nguyễn Quân,pol808160,1955
Nguyễn Thanh Bình,pol647752,1957
Nguyễn Thanh Long,pol3267633,1966
Nguyễn Thái Bình,pol808615,1954
Nguyễn Thế Kỷ,pol3263995,
Nguyễn Thị Doan,pol110161,1951
Nguyễn Thị Thanh Hòa,pol1463261,1954
Nguyễn Thị Thu Hà,pol7551160,1956
Nguyễn Tấn Quyên,pol590022,1953
Nguyễn Văn Chia,pol1462758,1942
Nguyễn Văn Du,pol3281067,1960
Nguyễn Văn Hòa,pol3717189,1963
Nguyễn Văn Lạng,pol14816158,
Nguyễn Văn Nên,pol806050,1957
Nguyễn Văn Phong,pol19505137,1968
"Nguyễn Văn Tư, (Nguyễn Văn Huấn)",pol1463075,1936
Nguyễn Văn Yểu,pol14907385,1942
Nguyễn Đình Phách,pol1465051,1954
Nguyễn Đức Hạt,pol15003547,1945
Nguyễn Đức Kiên,pol1646713,1948
Nguyễn Đức Lợi,pol3719096,1960
Ngô Thị Doãn Thanh,pol316394,1957
Ngô Thị Thanh Hằng,pol3307059,1960
Ngô Xuân Lộc,pol1739719,1940
Nông Quốc Tuấn,pol71123,1963
Phan Quang,pol1462976,1928
Phan Trung Kiên,pol325382,1946
Phùng Hữu Phú,pol325204,1948
Phạm Bình Minh,pol611726,1959
Phạm Chuyên,pol1462764,1943
Phạm Hồng Hà,pol1463238,1958
Phạm Khôi Nguyên,pol588092,1950
Phạm Quý Ngọ,pol521999,1954
Phạm Thị Hải Chuyền,pol808137,1952
Quách Lê Thanh,pol491322,1947
Sơn Minh Thắng,pol3276226,1960
Thái Phụng Nê,pol1462935,1936
Trương Minh Tuấn,pol3372387,1960
Trương Quang Khánh,pol982524,1953
Trương Đình Tuyển,pol61264,1942
Trần Mai Hạnh,pol1462822,1943
Trần Thanh Lâm,pol19819255,1973
Trần Trí Dũng,pol1463226,1959
Trần Văn Chung,pol3710414,1962
Trần Văn Hằng,pol214467,1953
Trần Văn Truyền,pol499780,1950
Trần Văn Tuấn,pol106851,1950
Trần Xuân Giá,pol1462810,1939
Trịnh Hồng Dương,pol1462804,1938
Tạ Hữu Thanh,pol90129,1942
Tất Thành Cang,pol1464924,1971
Võ Đức Huy,pol1462866,1950
Vũ Ngọc Hoàng,pol15535431,1953
Vũ Viết Ngoạn,pol806860,1958
Vũ Văn Hiền,pol3168705,1950
Vũ Văn Ninh,pol47115,1955
Y Luyện Niêk Đăm,pol1462773,1943
Đinh Tiến Dũng,pol579635,1961
Đào Việt Trung,pol1463502,1959
Đào Đức Toàn,pol3699014,1962
Đặng Duy Báu,pol13465756,1943
Đặng Văn Hiếu,pol579647,1953
Đỗ Nguyên Phương,pol1462974,1937
Đỗ Quang Trung,pol82949,1946
Đỗ Quý Doãn,pol7504029,1953
Đỗ Xuân Công,pol1462765,1943
