Name,ID,Birth Year
"A Nhin, (Hà Sơn Nhin)",pol1464802,1954
Bùi Văn Tỉnh,pol1463496,1958
Bùi Đức Hạnh,pol3394631,1960
Cao Văn Trọng,pol3698696,1961
Chẩu Văn Lâm,pol3699784,1967
Doãn Thế Cường,pol1463205,1958
Dương Đình Thông,pol3698501,1964
Hoàng Trung Hải,pol88250,1959
Hoàng Tuấn Anh,pol106953,1952
Huỳnh Minh Tuấn,pol3700616,1980
Huỳnh Minh Đoàn,pol13866043,1953
Huỳnh Ngọc Sơn,pol1463420,1951
Huỳnh Thanh Tạo,pol3700873,1961
Hà Hùng Cường,pol75041,1953
Hà Văn Khoát,pol1463312,1955
Hầu Văn Lý,pol3700596,1967
Lâm Minh Chiếu,pol10869848,1953
Lâm Đình Thắng,pol3692761,1981
Lê Diễn,pol1463218,1960
Lê Hiền Vân,pol1394758,1960
Lê Minh Hoan,pol1463262,1961
Lê Minh Ngân,pol17542202,1969
Lê Quang Huy,pol1463298,1966
Lê Quý Vương,pol808757,1956
Lê Thanh Bình,pol1464919,1956
Lê Thị Thủy,pol3246495,1964
Lê Văn Thành,pol3704997,1962
Lê Vĩnh Tân,pol815834,1958
Lò Văn Giàng,pol3705524,1956
Lưu Bình Nhưỡng,pol3695313,1963
Nguyễn Doãn Khánh,pol573576,1956
Nguyễn Dương Thái,pol3700800,1962
Nguyễn Khắc Chử,pol3281150,1958
Nguyễn Lâm Thành,pol1463452,1964
Nguyễn Mạnh Hùng,pol3700975,1960
Nguyễn Phi Long,pol3696804,1976
Nguyễn Phương Tuấn,pol3701574,1975
Nguyễn Phước Lộc,pol1463335,1970
Nguyễn Quang Cường,pol1463206,1965
Nguyễn Thái Học,pol1463273,1972
Nguyễn Thị Hằng,pol1464688,1944
Nguyễn Thị Kim Ngân,pol106956,1954
Nguyễn Tấn Trịnh,pol1465092,1936
Nguyễn Văn Bình,pol808161,1961
Nguyễn Văn Giàu,pol310701,1957
Nguyễn Văn Hiếu,pol816736,1959
Nguyễn Văn Sơn,pol7707938,1970
Nguyễn Văn Tuyết,pol3697347,1960
Nguyễn Văn Được,pol3687801,1946
Nguyễn Xuân Cường,pol3282589,1959
Nguyễn Đức Chung,pol1463198,1967
Nguyễn Đức Nhanh,pol969392,1952
Ngô Minh Tiến,pol1463492,1962
Ngô Sách Thực,pol3698499,1962
Ngô Xuân Lịch,pol591117,1954
Ngô Đức Mạnh,pol1463346,1960
Phan Anh Minh,pol1464779,1959
Phan Trung Lý,pol1462910,1954
Phan Văn Sáu,pol3244844,1959
Phan Văn Vĩnh,pol1465103,1955
Phan Xuân Dũng,pol616403,1960
Phùng Quang Thanh,pol49761,1949
Phùng Thanh Kiểm,pol1465001,1958
Phạm Hồng Hương,pol1463296,1959
Phạm Văn Gòn,pol1463235,1956
Phạm Văn Rạnh,pol3281139,1960
Thào Xuân Sùng,pol3691662,1958
Triệu Tài Vinh,pol3280811,1968
Triệu Xuân Hòa,pol1464974,1953
"Trương Hòa Bình, Sáu Đạt",pol105962,1955
Trương Thị Ánh,pol786620,1959
Trần Bá Thiều,pol1465073,1955
Trần Quốc Vượng,pol3354765,1953
Trần Thị Diệu Thúy,pol1463478,1977
Trần Thọ,pol1739257,1956
Trần Văn Thảo,pol13285800,
Tôn Ngọc Hạnh,pol3699088,1980
Võ Hồng Phúc,pol63818,1945
Võ Tiến Trung,pol1465094,1954
Võ Văn Bình,pol3700149,1975
Võ Văn Hưng,pol19364019,1972
"Võ Văn Kim, (Vũ Trọng Kim)",pol3700811,1953
Y Biêr Niê,pol3700184,1963
Đinh Công Sỹ,pol1463430,1979
Đinh La Thăng,pol230234,1960
Đinh Thế Huynh,pol591013,1953
Đoàn Hồng Phong,pol3229399,1963
Đoàn Quốc Cường,pol3242856,
Đào Thanh Hải,pol3694828,1962
Đào Tấn Lộc,pol11106325,1953
Đặng Ngọc Nghĩa,pol1463363,1959
Đặng Thuần Phong,pol3695558,1964
Đặng Thế Vinh,pol3700299,1963
Đỗ Căn,pol1464922,1962
Đỗ Mạnh Bổng,pol14378746,1969
Đỗ Ngọc An,pol3707577,1963
Đỗ Thị Hoàng,pol13056084,1958
