Name,ID,Birth Year
Bùi Văn Ga,pol513940,1957
Dương Văn Thống,pol3699665,1961
Hoàng Minh Sơn,pol19947873,1969
Huỳnh Năm,pol15055755,1944
Huỳnh Thanh Cảnh,pol3699129,1961
Huỳnh Vĩnh Ái,pol3706822,1957
Huỳnh Đức Thơ,pol3190348,1962
Hồ Thị Cẩm Đào,pol1463215,1972
Hồ Thị Kim Thoa,pol3653949,1960
Hồ Tế,pol3164543,
Hồ Việt,pol14720937,1945
Hồ Văn Năm,pol3697466,1961
Lê Hùng Dũng,pol3710670,1957
Lê Hải An,pol14213951,1971
Lê Hải Bình,pol2440174,1977
Lê Phước Thanh,pol1463447,1956
Lê Quang Cường,pol3706728,1958
Lê Trung Chinh,pol19542708,1969
Lê Đức Vinh,pol3712200,1965
Lương Nguyễn Minh Triết,pol19556390,1976
Mai Khanh,pol3701573,1974
Mai Thúc Lân,pol1462885,1935
Mai Trọng Nhuận,pol1736050,1952
Nguyễn Chiến Thắng,pol15768254,1955
Nguyễn Cảnh Toàn,pol37122,1926
Nguyễn Hoài Anh,pol19665135,1977
Nguyễn Hồ Hải,pol19510792,1977
Nguyễn Khắc Toàn,pol19359982,1970
Nguyễn Long Hải,pol3699827,1976
Nguyễn Minh Vũ,pol15816160,1976
Nguyễn Ngọc Quang,pol3281158,1958
Nguyễn Ngọc Đông,pol3703487,1962
Nguyễn Nho Trung,pol13464830,1963
Nguyễn Quốc Triệu,pol107351,1951
Nguyễn Thanh Sơn,pol781022,1957
Nguyễn Thị Bích Ngọc,pol1464794,1961
Nguyễn Thị Kim Tiến,pol622175,1959
Nguyễn Thị Lệ,pol14790229,1967
Nguyễn Thị Nghĩa,pol7500472,1959
Nguyễn Thị Quyết Tâm,pol798680,1958
Nguyễn Tiến Sâm,pol463841,1946
Nguyễn Trường Sơn,pol18109443,1964
Nguyễn Trọng Nhân,pol1462947,1930
Nguyễn Viết Tiến,pol3706744,1959
Nguyễn Văn Công,pol7843798,1960
Nguyễn Văn Hiếu,pol3707038,1976
Nguyễn Văn Phóng,pol7483849,1960
Nguyễn Văn Phúc,pol7538698,1974
Nguyễn Văn Thông,pol3270480,1956
Nguyễn Văn Đạo,pol56514,1937
Nguyễn Xuân Anh,pol592360,1976
Nguyễn Đắc Tài,pol16667614,1962
Phan Như Lâm,pol15075013,
Phạm Lê Tuấn,pol3706736,1958
Phạm Ngọc Thưởng,pol3712001,1968
Phạm Quý Tiêu,pol3707470,1957
Phạm Song,pol188393,1931
Trương Cảnh Tuyên,pol19919540,1969
Trương Quốc Cường,pol7470872,1961
Trần Huy Tuấn,pol19609705,1974
Trần Quốc Toản,pol19258953,1973
Trần Thanh Hải,pol15594209,1965
Trần Tuấn Anh,pol2222181,1964
Trần Việt Trường,pol19604585,1971
Trần Văn Lâu,pol19517456,1970
Trần Văn Minh,pol4653617,1955
Trần Đình Hồng,pol15007863,1962
Võ Công Trí,pol15002160,1959
Võ Thành Thống,pol3710657,1963
Võ Thị Dung,pol1463225,1960
Võ Văn Thương,pol15007861,1962
Văn Hữu Chiến,pol4571538,1954
Vũ Mạnh Hà,pol19665929,1979
Đinh Văn Thu,pol3718723,1959
Đoàn Văn Việt,pol3242839,1963
Đặng Huy Đông,pol3703496,1957
Đặng Huỳnh Mai,pol19475937,1951
Đặng Việt Dũng,pol14994998,1960
Đỗ Xuân Tuyên,pol13466976,1966
