id,answer
1,Sai
2,Đúng
3,Sai
4,Đúng
5,Sai
6,Đúng
7,Đúng
8,Sai
9,Sai
10,Đúng
11,Đúng
12,Sai
13,Sai
14,Sai
15,Đúng
16,Sai
17,Đúng
18,Sai
19,Đúng
20,Đúng
21,Sai
22,Sai
23,Đúng
24,Sai
25,Đúng
26,Sai
27,Đúng
28,Đúng
29,Sai
30,Sai
31,Đúng
32,Đúng
33,Đúng
34,Sai
35,Đúng
36,Sai
37,Sai
38,Đúng
39,Đúng
40,Sai
41,Đúng
42,Sai
43,Đúng
44,Đúng
45,Sai
46,Sai
47,Đúng
48,Đúng
49,Sai
50,Sai
51,Đúng
52,Đúng
53,Đúng
54,Sai
55,Đúng
56,Sai
57,Đúng
58,Đúng
59,Sai
60,Sai
61,Sai
62,Sai
63,Sai
64,Đúng
65,Sai
66,Sai
67,Đúng
68,Sai
69,Sai
70,Đúng
71,Đúng
72,Sai
73,Đúng
74,Sai
75,Đúng
76,Đúng
77,Đúng
78,Đúng
79,Sai
80,Đúng
81,Đúng
82,Sai
83,Sai
84,Đúng
85,Đúng
86,Đúng
87,Đúng
88,Đúng
89,Sai
90,Sai
91,Sai
92,Đúng
93,Sai
94,Đúng
95,Sai
96,Sai
97,Đúng
98,Sai
99,Đúng
100,Sai
101,Đúng
102,Sai
103,Sai
104,Đúng
105,Đúng
106,Sai
107,Sai
108,Sai
109,Sai
110,Sai
111,Sai
112,Sai
113,Đúng
114,Sai
115,Đúng
116,Đúng
117,Sai
118,Sai
119,Đúng
120,Đúng
121,Sai
122,Đúng
123,Sai
124,Sai
125,Sai
126,Đúng
127,Đúng
128,Sai
129,Đúng
130,Sai
131,Đúng
132,Sai
133,Đúng
134,Sai
135,Sai
136,Đúng
137,Đúng
138,Đúng
139,Sai
140,Sai
141,Đúng
142,Sai
143,Sai
144,Đúng
145,Đúng
146,Sai
147,Đúng
148,Đúng
149,Sai
150,Sai
151,Đúng
152,Đúng
153,Sai
154,Sai
155,Đúng
156,Đúng
157,Sai
158,Sai
159,Sai
160,Sai
161,Đúng
162,Đúng
163,Sai
164,Đúng
165,Sai
166,Sai
167,Đúng
168,Đúng
